,bathrooms,bedrooms,city,country,currency,daysOnZillow,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,lotAreaUnit,lotAreaValue,newConstructionType,price,priceForHDP,rentZestimate,shouldHighlight,state,streetAddress,taxAssessedValue,timeOnZillow,zipcode,zpid,listing_sub_type.is_newHome,zestimate,listing_sub_type.is_FSBA,listing_sub_type.is_comingSoon,datePriceChanged,group_type,priceChange,priceReduction,priceSuffix,providerListingID,unit,videoCount,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,listing_sub_type.is_bankOwned
62,2.0,4.0,Rockledge,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1ed7a41f1d160a52bc55b6ae36ef74c3-p_e.jpg,False,True,False,False,False,False,False,28.312037,1450.0,-80.749596,sqft,7405.2,,349900.0,349900.0,2196.0,False,FL,2943 Shepard Dr,156110.0,167264000.0,32955,43432082,,343900.0,True,,,,,,,,,,Sun. 11am-2pm,True,"[{'open_house_end': 1707688800000, 'open_house_start': 1707678000000}]",
63,3.0,3.0,Melbourne Beach,USA,USD,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2f7752a586710a39087ebae355edbcd5-p_e.jpg,False,True,False,False,False,False,False,27.90507,2517.0,-80.47271,acres,0.54,,1875000.0,1875000.0,,False,FL,8331 S Highway A1a,,,32951,2053743741,,,True,,,,,,,,,,,,,
64,3.0,5.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d476e8a57a80f86219236a4af8df9e4e-p_e.jpg,False,True,False,True,False,False,False,28.08628,2601.0,-80.72124,,,BUILDER_PLAN,440990.0,440990.0,2993.0,False,FL,"Hayden Plan, Heritage Lakes",,168897000.0,32904,2059024390,True,434500.0,,,1696230000000.0,BUILDER_COMMUNITY,5000.0,,+,29645698,# CYOIWM,,,,,
65,2.0,4.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/014b832da5e30caf95e026345bac95f0-p_e.jpg,False,True,False,False,False,False,False,27.961998,1828.0,-80.63883,acres,0.31,BUILDER_SPEC,350495.0,350495.0,1537.0,False,FL,1197 Ransom Rd SE,33000.0,169275000.0,32909,338575129,True,,,,,,,,,,,,,,,
66,1.0,2.0,Melbourne,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f7c627280160f91335a1950da0d105d5-p_e.jpg,False,True,False,False,False,False,False,28.130356,912.0,-80.71214,acres,0.41,,399000.0,399000.0,,False,FL,5080 Evinrude Rd,234620.0,169396000.0,32934,43456565,,,,True,,,,,,,,,,,,
67,2.0,4.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/eaa8a6cc7a1610679bb45fb5e4f124b5-p_e.jpg,False,True,False,False,False,False,False,27.968433,1828.0,-80.67976,sqft,10018.8,BUILDER_SPEC,347495.0,347495.0,1747.0,False,FL,1266 Amelia Ave SW,22000.0,169514000.0,32908,104099552,True,,,,,,,,,,,,,,,
68,3.0,5.0,Merritt Island,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7f89dcda41ec4d77f2633e1e127fa038-p_e.jpg,False,True,False,False,False,False,False,28.295633,3141.0,-80.681206,acres,0.82,,1600000.0,1600000.0,,False,FL,3525 S Tropical Trl,875940.0,170491000.0,32952,43433281,,,,True,,,,,,,,,,,,
69,2.0,3.0,Cocoa,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/8b95a11de6ddf4b87a323788eafa1c4e-p_e.jpg,False,True,False,False,False,False,False,28.36372,1773.0,-80.81422,sqft,5662.8,,389000.0,389000.0,2194.0,False,FL,684 Dryden Cir,267940.0,171404000.0,32926,84638679,,313700.0,,True,,,,,,,,,,,,
70,3.0,4.0,Palm Bay,USA,USD,1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/45de6bc73153944d38011aa5d51637b0-p_e.jpg,False,True,False,False,False,False,False,27.962906,2081.0,-80.64186,acres,0.25,BUILDER_SPEC,389900.0,389900.0,,False,FL,1408 Wacker Ave SE,,172333000.0,32909,2052860400,True,,,,,,,,,,,,,,,
71,2.0,4.0,Titusville,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0d33103ac0df56da5b12bc6555275607-p_e.jpg,False,True,False,False,False,False,False,28.590523,1400.0,-80.81839,acres,0.29,,225000.0,225000.0,2100.0,False,FL,2100 White Sands Dr,186940.0,172949000.0,32780,43379086,,221800.0,True,,,,,,,,,,,,,
72,2.0,2.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5b95474f6419e0a56813bd8857e034ea-p_e.jpg,False,True,False,False,False,False,False,28.00781,1386.0,-80.658646,sqft,10018.8,,250000.0,250000.0,,False,FL,521 Dinner St NE,198850.0,172949000.0,32907,43501521,,,True,,1707465600000.0,,20000.0,,,,,,,,,
73,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c4f697306e67e7e094a5b1103fc5045d-p_e.jpg,False,True,False,False,False,False,False,28.023233,1319.0,-80.698944,acres,0.28999081726354453,,320000.0,320000.0,1900.0,False,FL,949 Elmsford St NW,242390.0,174438000.0,32907,43482042,,318600.0,True,,,,,,,,,,,,,
74,2.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a66fc8fa17691beb65db30c5db16d143-p_e.jpg,False,True,False,False,False,False,False,27.983116,1891.0,-80.699776,sqft,10454.4,BUILDER_SPEC,334999.0,334999.0,2095.0,False,FL,709 Hawkins Ave SW,22000.0,174630000.0,32908,104139308,True,,,,1701331200000.0,,-10000.0,"$10,000 (Nov 30)",,,,,,,,
75,2.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a66fc8fa17691beb65db30c5db16d143-p_e.jpg,False,True,False,False,False,False,False,27.979725,1891.0,-80.67994,sqft,10018.8,BUILDER_SPEC,334999.0,334999.0,2074.0,False,FL,386 Scodella St SW,22000.0,174795000.0,32908,104072742,True,,,,1701331200000.0,,-10000.0,"$10,000 (Nov 30)",,,,,,,,
76,2.0,3.0,Indialantic,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/46f0a14e6ea39510c83016764035ce61-p_e.jpg,False,True,False,False,False,False,False,28.088236,1640.0,-80.566826,sqft,10018.8,,645000.0,645000.0,,False,FL,125 9th Ave,484390.0,175211000.0,32903,43477033,,,True,,,,,,,,,,,,,
77,2.0,3.0,West Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f523a803c93404b348e1e73cbc6d1fb2-p_e.jpg,False,True,False,False,False,False,False,28.060114,1572.0,-80.66128,sqft,5662.8,,368500.0,368500.0,,False,FL,2649 Bradfordt Dr,297670.0,176622000.0,32904,52397362,,,True,,,,,,,,,,,,,
78,2.0,4.0,Satellite Beach,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/33fd76b978d15f65be7e208e9cf0975a-p_e.jpg,False,True,False,False,False,False,False,28.19872,2028.0,-80.60708,sqft,6969.6,,987500.0,987500.0,4569.0,False,FL,518 Jolly Roger Dr,670500.0,177209000.0,32937,43449396,,813400.0,,True,,,,,,,,,,,,
79,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/1ba6335c7ac56d7e7eaf13fb2c70452d-p_e.jpg,False,True,False,False,False,False,False,27.98534,1761.0,-80.65453,acres,0.27,,349900.0,349900.0,1834.0,False,FL,564 Ellington Ave SE,188070.0,177547000.0,32909,43511907,,347400.0,True,,,,,,,,,,,,,
80,3.0,4.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/da92546adf34519dbc45e409775d8e54-p_e.jpg,False,True,False,False,False,False,False,28.257126,2515.0,-80.75058,acres,18295.0,,869900.0,869900.0,4165.0,False,FL,3412 Terramore Dr,565190.0,178052000.0,32940,104089807,,856400.0,True,,,,,,,,,,,,,
81,3.0,3.0,Indian Harbour Beach,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c8e06682d15b362f90eb2c340e3e869f-p_e.jpg,False,True,False,False,False,False,False,28.146948,1788.0,-80.59766,acres,0.25,,599900.0,599900.0,3499.0,False,FL,1230 Seminole Dr,440350.0,178510000.0,32937,43464028,,631800.0,,True,,,,,,,,,,,,
82,2.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4505c7a94d7b387b0e5061a4d615a517-p_e.jpg,False,True,False,False,False,False,False,28.026066,1786.0,-80.69539,sqft,10018.8,,365000.0,365000.0,,False,FL,885 Norden St NW,250700.0,178814000.0,32907,43482505,,,,True,,,,,,,,,,,,
83,2.0,3.0,Merritt Island,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/68866d920260ecdb2d34f9d2b279d5a7-p_e.jpg,False,True,False,False,False,False,False,28.423294,1959.0,-80.71335,sqft,6534.0,,535000.0,535000.0,2738.0,False,FL,606 Limerick Dr,393110.0,178814000.0,32953,55823761,,531300.0,True,,,,,,,,,,,,,
84,2.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a5f7272d20951106713f305aa094345e-p_e.jpg,False,True,False,False,False,False,False,28.032803,1695.0,-80.72428,sqft,10018.8,,309900.0,309900.0,1909.0,False,FL,1790 Macklin St NW,251950.0,178814000.0,32907,43479418,,307200.0,True,,,,,,,,,,,,,
85,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/dcb6699e1d9f2127444da96495dd625a-p_e.jpg,False,True,False,False,False,False,False,28.023075,2112.0,-80.5965,acres,0.29,,385000.0,385000.0,2614.0,False,FL,2599 Kumquat St NE,353330.0,179490000.0,32905,43498076,,,True,,,,,,,,,,,,,
86,4.0,6.0,Indialantic,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b78b89aea965aa2caf2c5a505d116883-p_e.jpg,False,True,False,False,False,False,False,28.082754,3392.0,-80.567604,acres,0.49000000000000005,,1499000.0,1499000.0,7234.0,False,FL,225 Ormond Dr,1201440.0,179896000.0,32903,43506491,,1339500.0,,True,,,,,,,,,,,,
87,1.0,2.0,Cocoa,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a8aba14e86e6140204fe79ee9eea22c7-p_e.jpg,False,True,False,False,False,False,False,28.376377,1080.0,-80.746475,sqft,7405.2,,285900.0,285900.0,1749.0,False,FL,1113 Westview Dr,200220.0,181899000.0,32922,43408555,,283800.0,True,,,,,,,,,,,,,
88,2.0,3.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2e88d397ff1fbda6d6f738535a90b194-p_e.jpg,False,True,False,False,False,False,False,28.059761,1268.0,-80.60652,sqft,6534.0,,230000.0,230000.0,1878.0,False,FL,814 Juniper Ln,86140.0,182017000.0,32901,43491632,,226800.0,True,,,,,,,,,,,,,
89,3.0,5.0,Rockledge,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/10e246b6020c41860fcac0f170608e3b-p_e.jpg,False,True,False,False,False,False,False,28.341837,2447.0,-80.76045,sqft,8276.4,BUILDER_SPEC,433355.0,433355.0,,False,FL,1910 Sloane Ct,,182077000.0,32955,2052863588,True,,,,,,,,,,,,,,,
90,2.0,3.0,Titusville,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/07689fba331d9ecd77dac4584fd92c67-p_e.jpg,False,True,False,False,False,False,False,28.577925,1545.0,-80.834015,sqft,7405.2,,328500.0,328500.0,1944.0,False,FL,2521 Tomoka Ave,201090.0,182566000.0,32780,43381758,,324800.0,True,,,,,,,,,,,,,
91,2.0,3.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/dddd2f11f4e8fd60103dfb3e4fb1e5ed-p_e.jpg,False,True,False,False,False,False,False,28.24273,1944.0,-80.75196,sqft,7840.8,,580000.0,580000.0,2600.0,False,FL,3325 Sansome Cir,432380.0,182688000.0,32940,118488523,,500800.0,,True,,,,,,,,,,,,
92,3.0,5.0,Titusville,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/92f0864e8d794a151f6f33479c2f71f4-p_e.jpg,False,True,False,False,False,False,False,28.594957,3966.0,-80.857925,acres,1.0,,795000.0,795000.0,3793.0,False,FL,1523 Mallard Ct,499930.0,182854000.0,32796,43377966,,786600.0,True,,,,,,,,,,,,,
93,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f8293fe440529d7984548f66cbc9cadf-p_e.jpg,False,True,False,False,False,False,False,27.954245,2108.0,-80.67838,sqft,10018.8,BUILDER_SPEC,389900.0,389900.0,,False,FL,1817 Gould Ave SW,22000.0,183800000.0,32908,104157332,True,,,,,,,,,,,,,,,
94,6.0,9.0,Cocoa,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4ba56b8bc80680e175bc797d65667526-p_e.jpg,False,True,False,False,False,False,False,28.424326,4703.0,-80.81822,acres,1.02,,750000.0,750000.0,3440.0,False,FL,4585 Citrus Blvd,268800.0,184537000.0,32926,43399341,,740500.0,True,,,,,,,,,,,,,
95,2.0,3.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7204c4185ddd6bdca7eba707e53fc0c1-p_e.jpg,False,True,False,False,False,False,False,28.066744,2261.0,-80.68981,acres,0.85,,655000.0,655000.0,3440.0,False,FL,2570 New York St,398840.0,188024000.0,32904,43478458,,398600.0,,True,,,,,,,,,,,,
96,3.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/9f66454a5a2283b3c3d3aebaa7bdd2ef-p_e.jpg,False,True,False,False,False,False,False,28.007221,2511.0,-80.66317,sqft,10018.8,,559000.0,559000.0,,False,FL,382 Eldron Blvd NE,381270.0,189135000.0,32907,104124948,,,True,,,,,,,,,,,,,
97,3.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/843fab55c6f3b51eb25f6db8cc73625c-p_e.jpg,False,True,False,False,False,False,False,28.023865,2338.0,-80.722046,sqft,10018.8,,469000.0,469000.0,,False,FL,1717 Dalroy St NW,37000.0,189736000.0,32907,104078520,,,True,,,,,,,,,,,,,
98,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a873f5c354211f96607cbf92da081522-p_e.jpg,False,True,False,False,False,False,False,28.032427,1881.0,-80.7218,sqft,10018.8,,374900.0,374900.0,2228.0,False,FL,73 Emerson Dr NW,314150.0,190059000.0,32907,104132844,,371700.0,True,,,,,,,,,,,,,
99,4.0,3.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/732fb48ef679bed7767a3caf8b1d73b5-p_e.jpg,False,True,False,False,False,False,False,28.234951,2018.0,-80.73165,sqft,3920.4,,555000.0,555000.0,2829.0,False,FL,7113 Vista Hermosa Dr,467720.0,190512000.0,32940,243744101,,536700.0,,True,,,,,,,,,,,,
100,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fb18f8f0d743b234ae749abf15cfbd54-p_e.jpg,False,True,False,False,False,False,False,28.031258,1674.0,-80.690094,sqft,10018.8,,365000.0,365000.0,,False,FL,725 Rostock Cir NW,228230.0,191252000.0,32907,43481051,,,True,,,,,,,,,,,,,
101,2.0,4.0,Rockledge,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f1a4b98d885449fa2bd0e6423cfe0f63-p_e.jpg,False,True,False,False,False,False,False,28.29125,2159.0,-80.73085,acres,0.27,,649000.0,649000.0,2709.0,False,FL,1358 Outrigger Cir,500020.0,192391000.0,32955,104070914,,642700.0,True,,,,,,,,,,,,,
102,2.0,4.0,Rockledge,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4f234aa296d98b4a7cd059ae10eb683d-p_e.jpg,False,True,False,False,False,False,False,28.314148,1480.0,-80.74568,sqft,9583.2,,225000.0,225000.0,2199.0,False,FL,2801 Matthew Dr,185860.0,192827000.0,32955,43432006,,246100.0,,True,,,,,,,,,,,,
103,2.0,2.0,West Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/b83ee402632fa1ee5171482c4a980332-p_e.jpg,False,True,False,False,False,False,False,28.073278,984.0,-80.6609,acres,0.26,,325000.0,325000.0,1694.0,False,FL,261 E Haven Dr,214210.0,194109000.0,32904,43488902,,280200.0,,True,,,,,,,,,,,,
104,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ea9f927e888738bbaaeaf33e443b43be-p_e.jpg,False,True,False,False,False,False,False,27.917015,1430.0,-80.694885,sqft,10018.8,,339000.0,339000.0,1895.0,False,FL,3119 Metcalf Ave SW,228440.0,202958000.0,32908,104074621,,336500.0,True,,,,,,,,,,,,,
105,3.0,4.0,Titusville,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4b15d3b07aa934d96689cce393fe9cd3-p_e.jpg,False,True,False,False,False,False,False,28.612135,2137.0,-80.82451,acres,1.2,,425000.0,425000.0,,False,FL,1890 Tropic St,269820.0,206541000.0,32796,43376833,,,True,,,,,,,,,,,,,
106,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7d5ad69251361f577b9c1a3647bd8fd1-p_e.jpg,False,True,False,False,False,False,False,28.02282,1697.0,-80.667496,acres,0.33999999999999997,,425000.0,425000.0,2199.0,False,FL,941 Peachland Ave NE,345120.0,212260000.0,32907,43500888,,421500.0,True,,,,,,,,,,,,,
107,1.0,2.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fcb258b94b47d6b8c60e081d8b260701-p_e.jpg,False,True,False,False,False,False,False,27.981522,904.0,-80.66857,sqft,10018.8,,200000.0,200000.0,,False,FL,179 Cameron St SE,163100.0,213501000.0,32909,43512423,,,True,,,,,,,,,,,,,
108,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4f058e612267e53218449c295c47718d-p_e.jpg,False,True,False,False,False,False,False,27.927992,1803.0,-80.64101,sqft,10018.8,,325000.0,325000.0,1980.0,False,FL,1129 Saturn St SE,230270.0,213501000.0,32909,43518159,,319800.0,True,,,,,,,,,,,,,
109,,,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7dad72e20b26c83f478c31ef53ba98d3-p_e.jpg,False,True,False,True,False,False,False,27.89764,0.0,-80.61593,sqft,0.0,BUILDER_PLAN,0.0,0.0,2582.0,False,FL,"Homes Available Soon, Cypress Bay West Freedom",,216579000.0,32909,2053929120,True,,,,,BUILDER_COMMUNITY,,,+,30064981,# 7DF4W7,,,,,
110,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bd252f311bb0329d60d79eed05295549-p_e.jpg,False,True,False,False,False,False,False,28.004019,1611.0,-80.68022,sqft,10018.8,,265000.0,265000.0,1845.0,False,FL,254 Maywood Ave NW,242080.0,228923000.0,32907,43486293,,262200.0,True,,,,,,,,,,,,,
111,2.0,4.0,Titusville,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0376cf29322279c0c1316a606e628d53-p_e.jpg,False,True,False,False,False,False,False,28.572046,2027.0,-80.804794,sqft,9583.2,,395000.0,395000.0,2400.0,False,FL,401 Waterside Cir,316540.0,229843000.0,32780,71027886,,390700.0,True,,,,,,,,,,,,,
112,3.0,4.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/96220fd204bfad8a204118c641e74b74-p_e.jpg,False,True,False,False,False,False,False,28.1735,1698.0,-80.67041,sqft,7405.2,,360000.0,360000.0,2345.0,False,FL,2831 College View Dr,279500.0,231278000.0,32935,43450735,,355700.0,True,,,,,,,,,,,,,
113,2.0,2.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7537d9877c25bd087535c61a136b317f-p_e.jpg,False,True,False,False,False,False,False,28.12462,1102.0,-80.57893,sqft,4791.6,,399900.0,399900.0,1999.0,False,FL,204 Ocean View Ln,327780.0,232543000.0,32903,43473166,,395700.0,True,,1707465600000.0,,-25100.0,"$25,100 (Feb 9)",,,,,Sun. 11am-2pm,True,"[{'open_house_end': 1707688800000, 'open_house_start': 1707678000000}]",
114,3.0,4.0,Titusville,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/4294800bd6babc6cd3cd29d5dfd834f4-p_e.jpg,False,True,False,False,False,False,False,28.528748,2551.0,-80.82129,acres,0.49000000000000005,,569900.0,569900.0,3300.0,False,FL,1710 Misty Way,426920.0,234151000.0,32780,43386717,,564300.0,True,,,,,,,,,,,,,
115,2.0,3.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/aea12cf90133fbb51c2c794b50c79eb2-p_e.jpg,False,True,False,False,False,False,False,28.17563,1056.0,-80.6717,sqft,10454.4,,281500.0,281500.0,1800.0,False,FL,2929 Crossbow Way,209100.0,234268000.0,32935,43450601,,276800.0,True,,,,,,,,,,,,,
116,3.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fe24a72ca932d7a8460a64e310c24d84-p_e.jpg,False,True,False,False,False,False,False,27.925634,2361.0,-80.67566,acres,0.27,BUILDER_SPEC,457000.0,457000.0,1726.0,False,FL,203 Haines Rd SW,21000.0,234808000.0,32908,339804597,True,,,,,,,,,,,,,,,
117,2.0,3.0,Titusville,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5d5289591a5a882572531b0482a190b9-p_e.jpg,False,True,False,False,False,False,False,28.57973,1256.0,-80.80181,sqft,7840.8,,235000.0,235000.0,,False,FL,3245 Citrus Ct,170940.0,235000000.0,32780,43379838,,,True,,,,,,,,,,,,,
118,3.0,4.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/aca8b9a41b4088587a2f59bb41d5dd8f-p_e.jpg,False,True,False,False,False,False,False,28.070408,3012.0,-80.61402,acres,0.54,,569900.0,569900.0,2999.0,False,FL,2505 Fenton St,430190.0,235467000.0,32901,43491480,,564100.0,True,,,,,,,,,,,,,
119,2.0,4.0,Mims,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/6289d52d5af6809470a34b40c3a0e107-p_e.jpg,False,True,False,False,False,False,False,28.692144,1918.0,-80.8682,acres,0.55,,425000.0,425000.0,2299.0,False,FL,3150 Burrowing Owl Dr,304460.0,235817000.0,32754,339804949,,407200.0,,True,,,,,,,,,,,,
120,2.0,3.0,Melbourne,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/08e66bdc8b5f903b48daebf837d5952d-p_e.jpg,False,True,False,False,False,False,False,28.169014,1892.0,-80.654564,sqft,7840.8,,375000.0,375000.0,2450.0,False,FL,1920 Glen Meadows Cir,325230.0,236723000.0,32935,43460559,,369400.0,True,,,,,,,,,,,,,
121,2.0,3.0,Merritt Island,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/afd5120b8dbfff9b4d0b0a6dab4b1edc-p_e.jpg,False,True,False,False,False,False,False,28.36222,1700.0,-80.704994,sqft,7405.2,,297000.0,297000.0,2243.0,False,FL,330 Nelson Dr,214980.0,237812000.0,32953,43411206,,294000.0,True,,,,,,,,,,,,,
122,2.0,3.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/2f88ab8f48c0674f59ed4facb41c243e-p_e.jpg,False,True,False,False,False,False,False,27.939299,1589.0,-80.63687,acres,0.6100091827364554,,350000.0,350000.0,1804.0,False,FL,2130 Ramsdale Dr SE,246990.0,239938000.0,32909,43517436,,348900.0,True,,,,,,,,,,,,,
123,3.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/22b154790e009e15b20550aad3ea4fe6-p_e.jpg,False,True,False,False,False,False,False,27.975641,1990.0,-80.67625,sqft,10454.4,BUILDER_SPEC,373000.0,373000.0,,False,FL,951 La Belle Ave SW,22000.0,243441000.0,32908,104138096,True,,,,,,,,,,,,Sun. 1-4pm,True,"[{'open_house_end': 1707696000000, 'open_house_start': 1707685200000}]",
124,3.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e9a92b46bdf2475fa63b6f937ba9302c-p_e.jpg,False,True,False,False,False,False,False,27.953953,1990.0,-80.68654,sqft,10018.8,BUILDER_SPEC,373000.0,373000.0,,False,FL,567 Hansare St SW,22000.0,243749000.0,32908,104128288,True,,,,,,,,,,,,,,,
125,3.0,4.0,Palm Bay,USA,USD,2,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/5752018a5508f1c6038903ff6a39a95d-p_e.jpg,False,True,False,False,False,False,False,27.96514,1990.0,-80.67924,sqft,10018.8,BUILDER_SPEC,373000.0,373000.0,,False,FL,1377 Amelia Ave SW,22000.0,244185000.0,32908,104103157,True,,,,,,,,,,,,,,,
